Event,Time,Alt. Adj. Time,Age,Power Points,Time Standard,Meet,LSC,Club,Swim Date
200 FL,1:44.35,1:44.35,23,957,2019 Summer Nationals (LCM),2017 UF vs. Georgia,FL,UN,10/27/2017
200 FL,1:44.44,1:44.44,23,955,2019 Summer Nationals (LCM),UF vs. FSU 010518,FL,UN,1/5/2018
200 FL,1:44.67,1:44.67,20,950,2017 US Open,2014 ACC Men's Championship,US,UN,2/26/2014
200 FL,1:44.76,1:44.76,20,948,2017 US Open,2014 ACC Men's Championship,US,UN,2/26/2014
200 FL,1:44.87,1:44.87,22,946,2019 Summer Nationals (LCM),UF vs. TN,FL,UN,1/30/2016
200 FL,1:45.24,1:45.24,23,938,2017 US Open,UF vs. Indiana & Texas,FL,UN,10/21/2017
200 FL,1:45.63,1:45.63,22,929,2019 Summer Nationals (LCM),UGA vs Florida,FL,UN,10/28/2016
200 FL,1:45.70,1:45.70,22,927,2017 US Open,2016 Georgia Tech Fall Invitat,FL,UN,11/19/2016
200 FL,1:46.96,1:46.96,24,900,2017 US Open,2018 Tennessee vs Florida,FL,UN,1/26/2018
200 FL,1:47.44,1:47.44,23,890,2019 Summer Juniors (LCM),Purdue Invite 2017,FL,UN,11/18/2017
200 FL,1:47.55,1:47.55,23,887,2019 Summer Juniors (LCM),2017 All Florida Invitational,FL,UN,9/24/2017
200 FL,1:49.12,1:49.12,23,853,"""AAAA""",Alabama v Florida,FL,UN,10/25/2017
200 FL,1:51.08,1:51.08,23,812,"""AAAA""",2017 All Florida Invitational,FL,UN,9/24/2017
200 IM,1:39.54,1:39.54,24,1116,2019 Summer Nationals (LCM),2018 NCAA Division 1 Men's Swi,FL,UN,3/22/2018
200 IM,1:41.17,1:41.17,23,1073,2019 Summer Nationals (LCM),2017 NCAA DI Men's,FL,UN,3/23/2017
200 IM,1:41.23,1:41.23,24,1071,2019 Summer Nationals (LCM),2018 NCAA Division 1 Men's Swi,FL,UN,3/22/2018
200 IM,1:41.36,1:41.36,22,1068,2019 Summer Nationals (LCM),2016 NCAA D1 Mens,FL,UN,3/24/2016
200 IM,1:41.82,1:41.82,24,1056,2019 Summer Nationals (LCM),2018 FL GSC Holiday Classic,FL,UN,12/1/2018
200 IM,1:41.83,1:41.83,24,1055,2019 Summer Nationals (LCM),2018 SEC Swimming & Diving Cha,FL,UN,2/15/2018
200 IM,1:42.15,1:42.15,22,1047,2019 Summer Nationals (LCM),2016 NCAA D1 Mens,FL,UN,3/24/2016
200 IM,1:42.25,1:42.25,23,1044,2019 Summer Nationals (LCM),2017 SEC Swimming & Diving Cha,FL,UN,2/15/2017
200 IM,1:42.55,1:42.55,22,1036,2019 Summer Nationals (LCM),2016 SEC Swimming & Diving Cha,FL,UN,2/17/2016
200 IM,1:42.58,1:42.58,23,1036,2019 Summer Nationals (LCM),Purdue Invite 2017,FL,UN,11/16/2017
200 IM,1:42.75,1:42.75,23,1031,2019 Summer Nationals (LCM),2017 NCAA DI Men's,FL,UN,3/23/2017
200 IM,1:43.46,1:43.46,24,1013,2019 Summer Nationals (LCM),2018 SEC Swimming & Diving Cha,FL,UN,2/15/2018
200 IM,1:44.04,1:44.04,22,998,2019 Summer Nationals (LCM),2016 Georgia Tech Fall Invitat,FL,UN,11/17/2016
200 IM,1:44.23,1:44.23,23,993,2019 Summer Nationals (LCM),Purdue Invite 2017,FL,UN,11/16/2017
200 IM,1:44.24,1:44.24,23,993,2019 Summer Nationals (LCM),2017 SEC Swimming & Diving Cha,FL,UN,2/15/2017
